414,325,1日目,青年ヨアヒム,白,希望,,占い希望:旅,,,,,,占い師,商>>324回答ありがとう。ごめん、「どっかで質問されてたよなぁ」って探してた（コラ商>>268今の段階だと年と旅で迷うけど●旅かな。年は喋れると思うんだけど策（？）だけで今日は発言使いきりかけてる辺りと、>>271がやっぱり理解しにくいのと。ただ、「こうあるべきだ！」みたいなビジョンは持っていそうで、そのビジョンからずれてるから反発してる、って印象もあるんだよね。,,,,,,,,,,,,,,,,,,,,,
415,326,1日目,青年ヨアヒム,白,希望,,占い希望:旅年,,,,,,占い師,■5.や、>>282>>294>>303からそう感じたよ。そう考えるともうちょっと発言を見れば理解できそうな気がしたんだ。逆に旅は一貫して思考がわかりやすいんだけど、その分「狼3霊1」発言が引っ掛り。>>283で納得できなくはないんだけど、苦しい感じがするんだよね。だから占いたいかな。そんなだからもう、今日の占い希望出しておいた方がいいかな、合わせて。【●旅○年】で。,,,,,,,,,,,,,,,,,,,,,
416,327,1日目,パン屋オットー,白,CO,屋:霊能者CO,,,,,,,霊能者,【霊CO】潜伏する気満々だったんだけどなー。対抗がでちゃうんじゃしょうがない。>>老　潜伏気配だったのに、変なタイミングで出てきたのは何故ですか？？,,,,,,,,,,,,,,,,,,,,,
417,,1日目,ならず者ディーター,灰,,,,,,,,,村人,やだもうwwwそっから出るのwww,,,,,,,,,,,,,,,,,,,,,
418,328,1日目,少女リーザ,白,CO 同調,妙:非霊能者CO,,,,,同調:樵>>301 同調:者>>304,,狂人,私リザちゃん…【霊なんて見えないの】☆商>>268　灰考察しつつ答えるの…今、話す人の中で黒くて占いたいという人は…いや黒い人はいるの…旅屋に関しては樵者の指摘に同意なの…でも、ここ狼なら占わずとも吊れる気がするの…勿体無いの…SG保護狙いもありだけど、結構黒目に感じるので、人だった時に偽黒出されると弁護が難儀とかずるい考えもあるの…一見黒狙いと矛盾するようだけど…占有効活用なの…,,,,,,,,,,,,,,,,,,,,,
419,329,1日目,少女リーザ,白,考察,修:灰,,,,,,尼は、発言の随所に自負心の強さが見受けられるの…>>238「こんなものではない」がその代表例なの。この類は人でも狼でも発言に変化が無いことも多いの…だから占で補足はありなの…そういう人だと独特の白さも出てくるものだけれど…尼には未だそれがないの…,狂人,出来れば、自由なら、オオッというところで黒を引きたいの…その観点では、尼書宿なの…黒いというより所々で思考の流れについていけないの…尼は、発言の随所に自負心の強さが見受けられるの…>>238「こんなものではない」がその代表例なの。この類は人でも狼でも発言に変化が無いことも多いの…だから占で補足はありなの…そういう人だと独特の白さも出てくるものだけれど…尼には未だそれがないの…,,,,,,,,,,,,,,,,,,,,,
420,330,1日目,少女リーザ,白,考察,年:白寄り,,,,,,,狂人,これは推測だけれど…尼>>238で自分の言った「当り障りのない≒黒」の逆を意識しているからと感じるの…尼の希望は>>196でFO希望なの…その希望通りの流れなのに>>217>>231で不満を表明しているの…尼自身に面白い流れにしようとしている形跡はないの…故に演技の可能性を見るの…その意味では年の■5の解説の方が当たり障りから外れた独特の白さを感じるの…分け方とか納得はしないけど…,,,,,,,,,,,,,,,,,,,,,
421,331,1日目,少女リーザ,白,,,,,,,,,狂人,書なの…占師評でスキルの高低とヤル気を連動させるのが理解しにくいの…ヤル気と真度が連携する辺りも少し疑問なの…>>245で妙>>192を怪しむ…ここで論じるのはスキル偽装でありヤル気偽装は論理のすり替えなの…また、屋は兎も角、商の回答をあっさりと感じるというのも取り方が私と違うの…それなら他もと思うの…>>218回答は人を見たい質問なので不回答について説明してくれるのならそれでいいの…,,,,,,,,,,,,,,,,,,,,,
422,,1日目,神父ジムゾン,赤,,,,,,,,,人狼,オットーが出ましたね。対抗からの質問は答えなくても良いですよ。答えるなら、「対抗からの質問だけど、村のために思考を開示する」みたいな感じで答えていけば宜しいかと思います。んー微妙な位置から出ましたねぇ、灰が手ごわそうです。,,,,,,,,,,,,,,,,,,,,,
423,332,1日目,少女リーザ,白,考察,書:灰 者:白寄り 樵:白寄り,,,,,,,狂人,書に関しては納得できる点もあるけれど、所々思考の流れに疑問を感じるので私の中で占候補なの…後は宿も気になるの…>>252の序盤重視なのかという意図は>>232からは余り感じられないの…青>>226と青>>235も霊判定重視という意味で同趣旨なのでそれで宿は納得なの？と感じたの…ごめんなの…灰全員詳細は難しいの…後は、者樵に白印象なの…白印象というか、気になる点が似ているので好印象…,,,,,,,,,,,,,,,,,,,,,
424,333,1日目,パン屋オットー,白,考察 同調,老:狂人,,,,,同調:兵>>323,,霊能者,>>シモン良い読みだと思う。狂人に対する狼のサインだろうね。まんまと待ち切れず出てきたし。,,,,,,,,,,,,,,,,,,,,,
425,334,1日目,少女リーザ,白,考察,商:灰,占い希望:修,,,,,,狂人,兵は霊ロラ反対で礼儀を出すのが私の中では気になるけど、これはただの人物要素かもなの…ただその姿勢から、寡黙処理優先が出るのは志向一貫を取るの…商は所々独自意見が出るけど理解の範囲内なの…白黒ないの…神も特筆事項は無いの…霊に関しては占2COなら今日出てくれてよかったのとだけ…スペースの問題なの…私の希望を出して深夜まで黙るの…●尼で希望を出すの…一番色出してみたい人なの…,,,,,,,,,,,,,,,,,,,,,
426,,1日目,少年ペーター,赤,,,,,,,,,人狼,>>シャイン僕視点だと、どうしても屋真老狂で進めていかないと今までの発言から矛盾が出てしまいます・・・。ニコ姉貴が真霊ならよかったんですけど、現実は甘く無かったです・・・。,,,,,,,,,,,,,,,,,,,,,
427,,1日目,少女リーザ,灰,,,,,,,,,狂人,んん～。狼は旅屋じゃないといいなあ。爺の霊の気にする感じから真臭出てるんだけど…まあしゃあない、霊出してくるなら明日はどこでも黒出しちゃるか。,,,,,,,,,,,,,,,,,,,,,
428,335,1日目,青年ヨアヒム,白,確認,,,屋:霊能者CO,,,,,占い師,【オットー霊CO確認】さて、まとめ更新。ただ真ならもっと喋ってね。小文でも気にしないからさ。そういうスタイルの人でもちゃんと人物見えるしね。＿老羊樵神年者兵書尼商旅屋宿妙青占非非非非非非非非非非非非非占占霊霊非非非非非非非非非＿霊＿非非＿老羊樵神年者兵書尼商旅屋宿妙青占＿＿＿＿＿＿＿＿＿＿＿＿＿尼旅２＿＿＿＿＿＿＿＿＿＿＿＿＿＿年,,,,,,,,,,,,,,,,,,,,,
429,,1日目,神父ジムゾン,赤,,,,,,,,,人狼,村人スコールとして矛盾がない動きで構いませんよ。もし失敗したとしても、それはそれで今後に活かしましょう！ただ、現状では屋兵が修狼説を唱えているので、それへの追従と見られないようにした方が良いかもしれません。,,,,,,,,,,,,,,,,,,,,,
430,336,1日目,少女リーザ,白,考察 確認,屋:非霊能者 老:霊能者,,老:霊能者CO 屋:霊能者CO,,,,,狂人,老屋のCOなの…危うくなったから屋が出たという気がするのは私の灰考察からなの…爺は>>252で霊について気にしているのが真ぽいと思うの…後でラインが逆に繋がったら私を笑うといいの…屋狼寄りだけど、青狼もあると思うので青の希望する旅はやはり私の希望から外すの…まとめがいないので決めさせてもらうの…【本日1：00までの希望から先着多数決で占い先は決定するの】異論は早めに述べるの…＠2,,,,,,,,,,,,,,,,,,,,,
431,337,1日目,木こりトーマス,白,確認 質問,,,屋:霊能者CO,,,,,村人,【屋の霊CO確認】年>>305　喉痛い中返答ありがとなんだな！ふむ。つまり、想像できる仮定よりも『理由に言及があること』がペタにとって重要なのかな。うむむ、もうちょっと考えて理解できるよう頑張るんだな。神>>308のディタ評に割と納得なんだな。加えて言えば、ディタは気になったところに質問飛ばすスタイルっぽいから、狼なら中盤以降失速しそうなんだな。,,,,,,,,,,,,,,,,,,,,,
432,338,1日目,ならず者ディーター,白,確認 質問,,,屋:霊能者CO,,,質問:屋 質問:修,,村人,【屋の霊CO確認】★屋>>333老狂ぽいと思ったとこ、または占真狼と思ったとこありゃ教えてくれ。★修>>312「なんとなく確定しそう」どこで感じた？つか、これ言いたくて一撃なんだが。ヨアヒム、表なんぞ灰で適当に、っつーか誰もやんなきゃ俺がやってやってもいいからもっと他に喉使え。いつまで生きてられるか分からんぞ？,,,,,,,,,,,,,,,,,,,,,
433,339,1日目,木こりトーマス,白,,,,,,,質問:修,,村人,★修>>312下段　ん？何でなのだ？っていうかどっち？書>>313　返答ありがとなんだな！ふむ。>>245の妙評を見るかぎり想定スキルからの矛盾を考察材料にするっぽいから、そういう考察が出たら注視するんだな。ちなみに僕は『占3COなら霊潜伏』とかはわりとよく見るから、＝高スキルとは思わないんだな。妙>>336　【決定時間、特に異論ないんだな】議事に潜ってくるんだな　@10,,,,,,,,,,,,,,,,,,,,,
434,,1日目,神父ジムゾン,赤,考察,妙:占い師 青:狂人,,,,,,,人狼,うーん。占は妙真青狂と見ますね、今のところ。ただ6:4くらいの差なので、まだ何ともいえないところです。真っぽい方が護衛されていそうなら、二枚抜きも視野に入れましょう。,,,,,,,,,,,,,,,,,,,,,
